State,Reporting period,Release date,Metric name ,Value ,Data notes
NM,202402,202410,Average call center wait time (minutes),46,"C2, C4, C5, C6"
RI,202401,202410,Average call center abandonment rate,0.456,"C4, C6, C7"
NM,202401,202404,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),33969,
NM,202401,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),41596,
NM,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),34590,
NM,202401,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),28825,
NM,202401,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),5765,
NM,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),3633,R4
NM,202401,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),718,
NM,202401,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),2915,R4
NM,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),3373,
NM,202401,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8316,
NM,202401,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.693,
NM,202401,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1386,
NM,202401,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0873,R4
NM,202401,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0173,
NM,202401,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0701,R4
NM,202401,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0811,
NM,202401,202410,Total call center volume (number of calls),302621,"C4, C5"
NM,202401,202410,Average call center wait time (minutes),44,"C2, C4, C5, C6"
SC,202401,202410,Average call center abandonment rate,0.027,"C1, C4, C6"
NM,202312,202403,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),38224,
NM,202312,202403,Total number of beneficiaries due for renewal in the reporting month (Metric 5),64681,
NM,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),44670,
NM,202312,202403,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),36486,
NM,202312,202403,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),8184,
NM,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),14787,R4
NM,202312,202403,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),1021,
NM,202312,202403,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),13766,R4
NM,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),5224,
NM,202312,202403,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.6906,
NM,202312,202403,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.5641,
NM,202312,202403,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1265,
NM,202312,202403,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.2286,R4
NM,202312,202403,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0158,
NM,202312,202403,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.2128,R4
NM,202312,202403,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0808,
NM,202312,202410,Total call center volume (number of calls),300600,"C4, C5"
NM,202312,202410,Average call center wait time (minutes),46,"C2, C4, C5, C6"
SD,202401,202410,Average call center abandonment rate,,C10
NM,202311,202402,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),42175,
NM,202311,202402,Total number of beneficiaries due for renewal in the reporting month (Metric 5),66014,
NM,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),47004,
NM,202311,202402,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),13358,
NM,202311,202402,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),33646,
NM,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),10153,R4
NM,202311,202402,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2094,
NM,202311,202402,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),8059,R4
NM,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),8857,
NM,202311,202402,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.712,
NM,202311,202402,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.2024,
NM,202311,202402,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.5097,
NM,202311,202402,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1538,R4
NM,202311,202402,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0317,
NM,202311,202402,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1221,R4
NM,202311,202402,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1342,
NM,202311,202410,Total call center volume (number of calls),290692,"C4, C5"
NM,202311,202410,Average call center wait time (minutes),43,"C2, C4, C5, C6"
TN,202401,202410,Average call center abandonment rate,0.262,"C1, C4"
NM,202310,202401,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),50214,
NM,202310,202401,Total number of beneficiaries due for renewal in the reporting month (Metric 5),79767,
NM,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),62978,
NM,202310,202401,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),45688,
NM,202310,202401,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),17290,
NM,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),10965,R4
NM,202310,202401,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2187,
NM,202310,202401,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),8778,R4
NM,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),5824,
NM,202310,202401,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7895,
NM,202310,202401,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.5728,
NM,202310,202401,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2168,
